,tpid,tp_name,genename1,genename2,tp_moatype,tp_tcrd_tdl,gosemsinbp,gosemsincc,gosemsinmf,tp_keggpathways_no,tp_reactomepathways_no,tp_wikipathways_no,tp_associateddrugs_no,tp_associateddiseases_no,dcid,dc_name,dc_sourcetype,fdid,fd_name,md_name,maxphase
4680,TP01461,MAPK3;RAF1,MAPK3,RAF1,CIT+CIT,Tchem+Tclin,0.566,0.81,0.893,82,10,70,1,2,DC01512,Naporafenib;Rineterkib,DrugComb,FD00026,Melanoma,Melanoma,Phase 2
4681,TP01462,MAPK8;PDCD1,MAPK8,PDCD1,CET+CIT,Tchem+Tclin,0.272,0.262,1.0,1,0,0,1,1,DC00568,BMS986360;Nivolumab,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4682,TP01463,MAT2A;PRMT5,MAT2A,PRMT5,CIT+CIT,Tchem+Tchem,0.213,0.563,0.499,0,0,0,1,1,DC00174,AMG193;IDE397,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
4683,TP01464,MCL1;PDCD1,MCL1,PDCD1,CET+CIT,Tchem+Tclin,0.41,0.458,1.0,0,0,0,1,2,DC01472,Mifcemalimab;Toripalimab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
4684,TP01464,MCL1;PDCD1,MCL1,PDCD1,CET+CIT,Tchem+Tclin,0.41,0.458,1.0,0,0,0,1,2,DC01472,Mifcemalimab;Toripalimab,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4685,TP01465,MDM2;MS4A1,MDM2,MS4A1,CIT+CIT,Tchem+Tclin,0.228,0.621,0.571,0,0,0,2,1,DC01294,Idasanutlin;Rituximab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1|Phase 2
4687,TP01466,MDM2;PDCD1,MDM2,PDCD1,CET+CIT,Tchem+Tclin,0.272,0.397,1.0,0,0,0,5,3,DC01519,Navtemadlin;Pembrolizumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
4690,TP01466,MDM2;PDCD1,MDM2,PDCD1,CET+CIT,Tchem+Tclin,0.272,0.397,1.0,0,0,0,5,3,DC00162,Alrizomadlin;Pembrolizumab,DrugComb,FD00026,Melanoma,Melanoma,Phase 1|Phase 2
4691,TP01466,MDM2;PDCD1,MDM2,PDCD1,CET+CIT,Tchem+Tclin,0.272,0.397,1.0,0,0,0,5,3,DC00163,Alrizomadlin;Toripalimab,DrugComb,FD00040,Soft Tissue Sarcoma,Other Cancer,Phase 1|Phase 2
4692,TP01467,MELTF;TNFRSF9,MELTF,TNFRSF9,CET+CET,Tbio+Tbio,0.182,0.49,0.659,0,0,0,1,5,DC02258,SGNBB228,BsAb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
4693,TP01467,MELTF;TNFRSF9,MELTF,TNFRSF9,CET+CET,Tbio+Tbio,0.182,0.49,0.659,0,0,0,1,5,DC02258,SGNBB228,BsAb,FD00023,Lung Cancer,Lung Cancer,Phase 1
4694,TP01467,MELTF;TNFRSF9,MELTF,TNFRSF9,CET+CET,Tbio+Tbio,0.182,0.49,0.659,0,0,0,1,5,DC02258,SGNBB228,BsAb,FD00026,Melanoma,Melanoma,Phase 1
4695,TP01467,MELTF;TNFRSF9,MELTF,TNFRSF9,CET+CET,Tbio+Tbio,0.182,0.49,0.659,0,0,0,1,5,DC02258,SGNBB228,BsAb,FD00029,Mesothelioma,Other Cancer,Phase 1
4696,TP01467,MELTF;TNFRSF9,MELTF,TNFRSF9,CET+CET,Tbio+Tbio,0.182,0.49,0.659,0,0,0,1,5,DC02258,SGNBB228,BsAb,FD00035,Pancreatic Cancer,Pancreatic Cancer,Phase 1
4697,TP01468,MERTK;PDCD1,MERTK,PDCD1,CET+CIT,Tchem+Tclin,0.367,0.538,1.0,0,0,0,2,5,DC01698,Pembrolizumab;Q702,DrugComb,FD00014,Esophageal Cancer,Esophageal Cancer,Phase 1|Phase 2
4698,TP01468,MERTK;PDCD1,MERTK,PDCD1,CET+CIT,Tchem+Tclin,0.367,0.538,1.0,0,0,0,2,5,DC01698,Pembrolizumab;Q702,DrugComb,FD00022,Liver Cancer,Liver Cancer,Phase 1|Phase 2
4699,TP01468,MERTK;PDCD1,MERTK,PDCD1,CET+CIT,Tchem+Tclin,0.367,0.538,1.0,0,0,0,2,5,DC01698,Pembrolizumab;Q702,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 1|Phase 2
4700,TP01468,MERTK;PDCD1,MERTK,PDCD1,CET+CIT,Tchem+Tclin,0.367,0.538,1.0,0,0,0,2,5,DC01698,Pembrolizumab;Q702,DrugComb,FD00041,Stomach Cancer,Stomach Cancer,Phase 1|Phase 2
4701,TP01468,MERTK;PDCD1,MERTK,PDCD1,CET+CIT,Tchem+Tclin,0.367,0.538,1.0,0,0,0,2,5,DC01314,INCB081776;Retifanlimab,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4702,TP01469,MET;PDCD1,MET,PDCD1,CET+CIT,Tclin+Tclin,0.319,0.714,1.0,0,0,0,11,5,DC01665,Pamufetinib;Zimberelimab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
4705,TP01469,MET;PDCD1,MET,PDCD1,CET+CIT,Tclin+Tclin,0.319,0.714,1.0,0,0,0,11,5,DC00663,Capmatinib;Spartalizumab,DrugComb,FD00014,Esophageal Cancer,Esophageal Cancer,Phase 2
4706,TP01469,MET;PDCD1,MET,PDCD1,CET+CIT,Tclin+Tclin,0.319,0.714,1.0,0,0,0,11,5,DC00663,Capmatinib;Spartalizumab,DrugComb,FD00022,Liver Cancer,Liver Cancer,Phase 1|Phase 2
4708,TP01469,MET;PDCD1,MET,PDCD1,CET+CIT,Tclin+Tclin,0.319,0.714,1.0,0,0,0,11,5,DC00663,Capmatinib;Spartalizumab,DrugComb,FD00026,Melanoma,Melanoma,Phase 2
4709,TP01469,MET;PDCD1,MET,PDCD1,CET+CIT,Tclin+Tclin,0.319,0.714,1.0,0,0,0,11,5,DC00663,Capmatinib;Spartalizumab,DrugComb,FD00041,Stomach Cancer,Stomach Cancer,Phase 2
4717,TP01470,MET;PIK3CA,MET,PIK3CA,CIT+CIT,Tclin+Tclin,0.514,0.521,0.666,17,5,10,1,1,DC00611,Buparlisib;Capmatinib,DrugComb,FD00017,Glioma,Glioma,Phase 1|Phase 2
4718,TP01471,MET;PIK3CB,MET,PIK3CB,CIT+CIT,Tchem+Tclin,0.539,0.505,0.636,17,4,9,1,1,DC00611,Buparlisib;Capmatinib,DrugComb,FD00017,Glioma,Glioma,Phase 1|Phase 2
4719,TP01472,MET;PIK3CD,MET,PIK3CD,CIT+CIT,Tclin+Tclin,0.479,0.579,0.627,17,3,9,1,1,DC00611,Buparlisib;Capmatinib,DrugComb,FD00017,Glioma,Glioma,Phase 1|Phase 2
4720,TP01473,MET;PIK3CG,MET,PIK3CG,CIT+CIT,Tclin+Tclin,0.464,0.557,0.731,1,0,4,1,1,DC00611,Buparlisib;Capmatinib,DrugComb,FD00017,Glioma,Glioma,Phase 1|Phase 2
4721,TP01474,MET;ROS1,MET,ROS1,CIT+CIT,Tclin+Tclin,0.58,0.766,0.936,0,0,0,1,1,DC00819,Crizotinib;Lorlatinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
4722,TP01475,MET;VEGFA,MET,VEGFA,CET+CIT,Tclin+Tclin,0.522,0.609,0.506,12,0,7,3,2,DC00433,Bevacizumab;Capmatinib,DrugComb,FD00017,Glioma,Glioma,Phase 1
4724,TP01475,MET;VEGFA,MET,VEGFA,CET+CIT,Tclin+Tclin,0.522,0.609,0.506,12,0,7,3,2,DC00439,Bevacizumab;Crizotinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
4725,TP01476,MICA;PDCD1,MICA,PDCD1,CET+CET,Tbio+Tclin,0.385,0.728,1.0,0,0,0,1,1,DC00781,CLN619;Pembrolizumab,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4726,TP01477,MICB;PDCD1,MICB,PDCD1,CET+CET,Tbio+Tclin,0.445,0.858,0.657,0,0,0,1,1,DC00781,CLN619;Pembrolizumab,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4727,TP01478,MKNK1;PDCD1,MKNK1,PDCD1,CET+CIT,Tchem+Tclin,0.161,0.284,1.0,0,0,0,1,1,DC01739,Pembrolizumab;Tomivosertib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
4728,TP01479,MKNK2;PDCD1,MKNK2,PDCD1,CET+CIT,Tchem+Tclin,0.269,0.264,1.0,0,0,0,1,1,DC01739,Pembrolizumab;Tomivosertib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
4729,TP01480,MMP9;PDCD1,MMP9,PDCD1,CET+CET,Tchem+Tclin,0.337,0.299,1.0,0,0,0,1,1,DC00202,Andecaliximab;Nivolumab,DrugComb,FD00041,Stomach Cancer,Stomach Cancer,Phase 2
4730,TP01481,MS4A1;MTOR,MS4A1,MTOR,CIT+CIT,Tclin+Tclin,0.232,0.492,0.451,0,0,0,2,1,DC01115,Everolimus;Rituximab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 2
4732,TP01482,MS4A1;PDCD1,MS4A1,PDCD1,CET+CIT,Tclin+Tclin,0.367,0.66,1.0,0,0,1,1,1,DC01808,Pidilizumab;Rituximab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 2
4733,TP01483,MS4A1;PIK3CA,MS4A1,PIK3CA,CIT+CIT,Tclin+Tclin,0.281,0.508,0.332,0,0,0,2,1,DC00801,Copanlisib;Obinutuzumab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 2
4735,TP01484,MS4A1;PIK3CD,MS4A1,PIK3CD,CIT+CIT,Tclin+Tclin,0.429,0.557,0.364,0,0,0,9,2,DC01984,Ublituximab;Umbralisib,DrugComb,FD00021,Leukemia,Hematologic Malignancy,Phase 2|Phase 3
4736,TP01484,MS4A1;PIK3CD,MS4A1,PIK3CD,CIT+CIT,Tclin+Tclin,0.429,0.557,0.364,0,0,0,9,2,DC01984,Ublituximab;Umbralisib,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 2|Phase 3
4747,TP01485,MS4A1;PIK3CG,MS4A1,PIK3CG,CIT+CIT,Tclin+Tclin,0.353,0.539,0.371,0,0,0,1,1,DC00957,Duvelisib;Rituximab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 3
4748,TP01486,MS4A1;SIRPA,MS4A1,SIRPA,CIT+CIT,Tbio+Tclin,0.212,0.758,0.482,0,0,0,2,1,DC00624,BYON4228;Rituximab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
4750,TP01487,MS4A1;SLAMF7,MS4A1,SLAMF7,CIT+CIT,Tclin+Tclin,0.419,0.66,1.0,0,0,1,1,1,DC00973,Elotuzumab;Rituximab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
4751,TP01488,MS4A1;SUMO1,MS4A1,SUMO1,CIT+CIT,Tbio+Tclin,0.186,0.659,0.597,0,0,0,1,1,DC01865,Rituximab;Subasumstat,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1|Phase 2
4752,TP01489,MS4A1;SUMO2,MS4A1,SUMO2,CIT+CIT,Tbio+Tclin,0.057,0.465,0.601,0,0,0,1,1,DC01865,Rituximab;Subasumstat,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1|Phase 2
4753,TP01490,MS4A1;SUMO3,MS4A1,SUMO3,CIT+CIT,Tbio+Tclin,0.106,0.507,0.639,0,0,0,1,1,DC01865,Rituximab;Subasumstat,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1|Phase 2
4754,TP01491,MS4A1;TACSTD2,MS4A1,TACSTD2,CIT+CIT,Tclin+Tclin,0.23,0.75,1.0,0,0,0,1,1,DC01609,Obinutuzumab;Sacituzumab Govitecan,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 2
4755,TP01492,MS4A1;TIGIT,MS4A1,TIGIT,CET+CIT,Tbio+Tclin,0.124,0.7,0.783,0,0,0,1,2,DC01867,Rituximab;Tiragolumab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
4756,TP01492,MS4A1;TIGIT,MS4A1,TIGIT,CET+CIT,Tbio+Tclin,0.124,0.7,0.783,0,0,0,1,2,DC01867,Rituximab;Tiragolumab,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
4757,TP01493,MS4A1;TNFRSF10A,MS4A1,TNFRSF10A,CIT+CIT,Tchem+Tclin,0.38,0.683,0.652,0,0,0,1,1,DC00915,Dulanermin;Rituximab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1|Phase 2
4758,TP01494,MS4A1;TNFRSF10B,MS4A1,TNFRSF10B,CIT+CIT,Tbio+Tclin,0.37,0.7,0.587,0,0,0,2,1,DC00909,Drozitumab;Rituximab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 2
4760,TP01495,MS4A1;TNFRSF9,MS4A1,TNFRSF9,CET+CIT,Tbio+Tclin,0.21,0.718,0.645,0,0,0,2,3,DC01871,Rituximab;Urelumab,DrugComb,FD00021,Leukemia,Hematologic Malignancy,Phase 2
4761,TP01495,MS4A1;TNFRSF9,MS4A1,TNFRSF9,CET+CIT,Tbio+Tclin,0.21,0.718,0.645,0,0,0,2,3,DC01871,Rituximab;Urelumab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 2
4762,TP01495,MS4A1;TNFRSF9,MS4A1,TNFRSF9,CET+CIT,Tbio+Tclin,0.21,0.718,0.645,0,0,0,2,3,DC01872,Rituximab;Utomilumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
4763,TP01496,MS4A1;VEGFA,MS4A1,VEGFA,CET+CIT,Tclin+Tclin,0.243,0.615,0.633,0,0,0,1,1,DC00473,Bevacizumab;Rituximab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 2
4764,TP01497,MSLN;PDCD1,MSLN,PDCD1,CET+CIT,Tbio+Tclin,0.274,0.574,1.0,0,0,0,2,2,DC01322,Inezetamab;Zeluvalimab,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4765,TP01497,MSLN;PDCD1,MSLN,PDCD1,CET+CIT,Tbio+Tclin,0.274,0.574,1.0,0,0,0,2,2,DC01844,RC88;Toripalimab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
4766,TP01498,MTOR;NOTCH1,MTOR,NOTCH1,CIT+CIT,Tchem+Tclin,0.475,0.682,0.444,6,0,8,2,4,DC00811,Crenigacestat;Samotolisib,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1
4767,TP01498,MTOR;NOTCH1,MTOR,NOTCH1,CIT+CIT,Tchem+Tclin,0.475,0.682,0.444,6,0,8,2,4,DC00811,Crenigacestat;Samotolisib,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
4768,TP01498,MTOR;NOTCH1,MTOR,NOTCH1,CIT+CIT,Tchem+Tclin,0.475,0.682,0.444,6,0,8,2,4,DC00811,Crenigacestat;Samotolisib,DrugComb,FD00022,Liver Cancer,Liver Cancer,Phase 1
4769,TP01498,MTOR;NOTCH1,MTOR,NOTCH1,CIT+CIT,Tchem+Tclin,0.475,0.682,0.444,6,0,8,2,4,DC01480,MK0752;Ridaforolimus,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4770,TP01499,MTOR;NOTCH2,MTOR,NOTCH2,CIT+CIT,Tchem+Tclin,0.397,0.679,0.401,7,0,4,1,1,DC01480,MK0752;Ridaforolimus,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4771,TP01500,MTOR;PARP1,MTOR,PARP1,CIT+CIT,Tclin+Tclin,0.412,0.667,0.549,1,0,3,2,2,DC01211,Gedatolisib;Talazoparib,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
4773,TP01500,MTOR;PARP1,MTOR,PARP1,CIT+CIT,Tclin+Tclin,0.412,0.667,0.549,1,0,3,2,2,DC01108,Everolimus;Niraparib,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 1
4774,TP01501,MTOR;PARP2,MTOR,PARP2,CIT+CIT,Tclin+Tclin,0.274,0.538,0.506,0,0,1,2,2,DC01211,Gedatolisib;Talazoparib,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
4776,TP01501,MTOR;PARP2,MTOR,PARP2,CIT+CIT,Tclin+Tclin,0.274,0.538,0.506,0,0,1,2,2,DC01108,Everolimus;Niraparib,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 1
4777,TP01502,MTOR;PDCD1,MTOR,PDCD1,CET+CIT,Tclin+Tclin,0.234,0.301,1.0,1,0,0,3,3,DC01579,Nivolumab;SF1126,DrugComb,FD00022,Liver Cancer,Liver Cancer,Phase 1
4778,TP01502,MTOR;PDCD1,MTOR,PDCD1,CET+CIT,Tclin+Tclin,0.234,0.301,1.0,1,0,0,3,3,DC01624,Onatasertib;Toripalimab,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1|Phase 2
4779,TP01502,MTOR;PDCD1,MTOR,PDCD1,CET+CIT,Tclin+Tclin,0.234,0.301,1.0,1,0,0,3,3,DC01119,Everolimus;Spartalizumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
4780,TP01503,MTOR;PIK3CA,MTOR,PIK3CA,CIT+CIT,Tclin+Tclin,0.517,0.553,0.742,43,2,38,2,4,DC01889,Sapanisertib;Serabelisib,DrugComb,FD00020,Kidney Cancer,Kidney Cancer,Phase 2
4781,TP01503,MTOR;PIK3CA,MTOR,PIK3CA,CIT+CIT,Tclin+Tclin,0.517,0.553,0.742,43,2,38,2,4,DC01889,Sapanisertib;Serabelisib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4782,TP01503,MTOR;PIK3CA,MTOR,PIK3CA,CIT+CIT,Tclin+Tclin,0.517,0.553,0.742,43,2,38,2,4,DC01889,Sapanisertib;Serabelisib,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 2
4783,TP01503,MTOR;PIK3CA,MTOR,PIK3CA,CIT+CIT,Tclin+Tclin,0.517,0.553,0.742,43,2,38,2,4,DC00612,Buparlisib;Everolimus,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
4784,TP01504,MTOR;PIK3CB,MTOR,PIK3CB,CIT+CIT,Tchem+Tclin,0.412,0.707,0.678,43,1,23,2,1,DC00373,AZD8186;Vistusertib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
4786,TP01505,MTOR;PIK3CD,MTOR,PIK3CD,CIT+CIT,Tclin+Tclin,0.419,0.557,0.674,43,1,22,2,3,DC01100,Everolimus;Idelalisib,DrugComb,FD00021,Leukemia,Hematologic Malignancy,Phase 1
4787,TP01505,MTOR;PIK3CD,MTOR,PIK3CD,CIT+CIT,Tclin+Tclin,0.419,0.557,0.674,43,1,22,2,3,DC01100,Everolimus;Idelalisib,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
4788,TP01505,MTOR;PIK3CD,MTOR,PIK3CD,CIT+CIT,Tclin+Tclin,0.419,0.557,0.674,43,1,22,2,3,DC00612,Buparlisib;Everolimus,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
4789,TP01506,MTOR;PIK3CG,MTOR,PIK3CG,CIT+CIT,Tclin+Tclin,0.423,0.551,0.788,4,0,14,1,1,DC00612,Buparlisib;Everolimus,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
4790,TP01507,MTOR;PTK7,MTOR,PTK7,CIT+CIT,Tbio+Tclin,0.392,0.281,0.695,0,0,0,1,1,DC00792,Cofetuzumab Pelidotin;Gedatolisib,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1
4791,TP01508,MTOR;RAF1,MTOR,RAF1,CIT+CIT,Tclin+Tclin,0.459,0.689,0.789,35,0,36,1,2,DC00356,Avutometinib;Everolimus,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
4792,TP01508,MTOR;RAF1,MTOR,RAF1,CIT+CIT,Tclin+Tclin,0.459,0.689,0.789,35,0,36,1,2,DC00356,Avutometinib;Everolimus,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
4793,TP01509,MTOR;RPS6KB1,MTOR,RPS6KB1,CIT+CIT,Tchem+Tclin,0.495,0.726,0.776,29,1,34,1,1,DC01106,Everolimus;LY2584702,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
4794,TP01510,MTOR;SMO,MTOR,SMO,CIT+CIT,Tclin+Tclin,0.406,0.573,0.387,2,0,1,2,2,DC01910,Sirolimus;Vismodegib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4795,TP01510,MTOR;SMO,MTOR,SMO,CIT+CIT,Tclin+Tclin,0.406,0.573,0.387,2,0,1,2,2,DC01116,Everolimus;Sonidegib,DrugComb,FD00014,Esophageal Cancer,Esophageal Cancer,Phase 1
4796,TP01511,MTOR;SSTR1,MTOR,SSTR1,CIT+CIT,Tclin+Tclin,0.301,0.518,0.359,1,0,0,1,3,DC01111,Everolimus;Pasireotide,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
4797,TP01511,MTOR;SSTR1,MTOR,SSTR1,CIT+CIT,Tclin+Tclin,0.301,0.518,0.359,1,0,0,1,3,DC01111,Everolimus;Pasireotide,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
4798,TP01511,MTOR;SSTR1,MTOR,SSTR1,CIT+CIT,Tclin+Tclin,0.301,0.518,0.359,1,0,0,1,3,DC01111,Everolimus;Pasireotide,DrugComb,FD00032,Neuroendocrine Tumor,Other Cancer,Phase 1
4799,TP01512,MTOR;SSTR2,MTOR,SSTR2,CIT+CIT,Tclin+Tclin,0.303,0.484,0.374,1,0,1,2,4,DC01111,Everolimus;Pasireotide,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
4800,TP01512,MTOR;SSTR2,MTOR,SSTR2,CIT+CIT,Tclin+Tclin,0.303,0.484,0.374,1,0,1,2,4,DC01111,Everolimus;Pasireotide,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
4801,TP01512,MTOR;SSTR2,MTOR,SSTR2,CIT+CIT,Tclin+Tclin,0.303,0.484,0.374,1,0,1,2,4,DC01111,Everolimus;Pasireotide,DrugComb,FD00032,Neuroendocrine Tumor,Other Cancer,Phase 1
4802,TP01512,MTOR;SSTR2,MTOR,SSTR2,CIT+CIT,Tclin+Tclin,0.303,0.484,0.374,1,0,1,2,4,DC01109,Everolimus;Octreotide,DrugComb,FD00027,Meningioma,Other Cancer,Phase 2
4803,TP01513,MTOR;SSTR3,MTOR,SSTR3,CIT+CIT,Tclin+Tclin,0.31,0.503,0.38,1,0,0,1,3,DC01111,Everolimus;Pasireotide,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
4804,TP01513,MTOR;SSTR3,MTOR,SSTR3,CIT+CIT,Tclin+Tclin,0.31,0.503,0.38,1,0,0,1,3,DC01111,Everolimus;Pasireotide,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
4805,TP01513,MTOR;SSTR3,MTOR,SSTR3,CIT+CIT,Tclin+Tclin,0.31,0.503,0.38,1,0,0,1,3,DC01111,Everolimus;Pasireotide,DrugComb,FD00032,Neuroendocrine Tumor,Other Cancer,Phase 1
4806,TP01514,MTOR;SSTR5,MTOR,SSTR5,CIT+CIT,Tclin+Tclin,0.225,0.321,0.359,1,0,0,2,4,DC01111,Everolimus;Pasireotide,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
4807,TP01514,MTOR;SSTR5,MTOR,SSTR5,CIT+CIT,Tclin+Tclin,0.225,0.321,0.359,1,0,0,2,4,DC01111,Everolimus;Pasireotide,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 2
4808,TP01514,MTOR;SSTR5,MTOR,SSTR5,CIT+CIT,Tclin+Tclin,0.225,0.321,0.359,1,0,0,2,4,DC01111,Everolimus;Pasireotide,DrugComb,FD00032,Neuroendocrine Tumor,Other Cancer,Phase 1
4809,TP01514,MTOR;SSTR5,MTOR,SSTR5,CIT+CIT,Tclin+Tclin,0.225,0.321,0.359,1,0,0,2,4,DC01109,Everolimus;Octreotide,DrugComb,FD00027,Meningioma,Other Cancer,Phase 2
4810,TP01515,MTOR;VEGFA,MTOR,VEGFA,CET+CIT,Tclin+Tclin,0.475,0.513,0.476,11,0,13,5,7,DC00472,Bevacizumab;Ridaforolimus,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4811,TP01515,MTOR;VEGFA,MTOR,VEGFA,CET+CIT,Tclin+Tclin,0.475,0.513,0.476,11,0,13,5,7,DC00447,Bevacizumab;Everolimus,DrugComb,FD00020,Kidney Cancer,Kidney Cancer,Phase 2
4812,TP01515,MTOR;VEGFA,MTOR,VEGFA,CET+CIT,Tclin+Tclin,0.475,0.513,0.476,11,0,13,5,7,DC00447,Bevacizumab;Everolimus,DrugComb,FD00032,Neuroendocrine Tumor,Other Cancer,Phase 2
4813,TP01515,MTOR;VEGFA,MTOR,VEGFA,CET+CIT,Tclin+Tclin,0.475,0.513,0.476,11,0,13,5,7,DC00447,Bevacizumab;Everolimus,DrugComb,FD00040,Soft Tissue Sarcoma,Other Cancer,Phase 2
4814,TP01515,MTOR;VEGFA,MTOR,VEGFA,CET+CIT,Tclin+Tclin,0.475,0.513,0.476,11,0,13,5,7,DC00478,Bevacizumab;Sirolimus,DrugComb,FD00022,Liver Cancer,Liver Cancer,Phase 1
4817,TP01515,MTOR;VEGFA,MTOR,VEGFA,CET+CIT,Tclin+Tclin,0.475,0.513,0.476,11,0,13,5,7,DC00481,Bevacizumab;Temsirolimus,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 2
4818,TP01515,MTOR;VEGFA,MTOR,VEGFA,CET+CIT,Tclin+Tclin,0.475,0.513,0.476,11,0,13,5,7,DC00457,Bevacizumab;ME344,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
4819,TP01516,MUC16;PDCD1,MUC16,PDCD1,CET+CIT,Tbio+Tclin,0.313,0.649,1.0,0,0,0,1,1,DC00707,Cemiplimab;Ubamatamab,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 1|Phase 2
4820,TP01517,NAMPT;PDCD1,NAMPT,PDCD1,CET+CIT,Tchem+Tclin,0.209,0.308,1.0,0,0,0,1,2,DC01561,Nivolumab;Padnarsertib,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1
4821,TP01517,NAMPT;PDCD1,NAMPT,PDCD1,CET+CIT,Tchem+Tclin,0.209,0.308,1.0,0,0,0,1,2,DC01561,Nivolumab;Padnarsertib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4822,TP01518,NANOG;STAT3,NANOG,STAT3,CIT+CIT,Tbio+Tchem,0.463,0.735,0.812,0,3,0,1,1,DC00171,Amcasertib;Napabucasin,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
4823,TP01519,NCR3LG1;PDCD1,NCR3LG1,PDCD1,CET+CET,Tbio+Tclin,1.0,0.941,1.0,0,0,0,1,5,DC00508,BI765049;Ezabenlimab,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1
