dcid	dc_name	dc_sourcetype	fdid	fd_name	md_name	maxphase
DC02117	GI101	BsAb	FD00020	Kidney Cancer	Kidney Cancer	Phase 1|Phase 2
DC02117	GI101	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02117	GI101	BsAb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC02117	GI101	BsAb	FD00040	Soft Tissue Sarcoma	Other Cancer	Phase 1|Phase 2
DC02118	GI102	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02119	Givastomig	BsAb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 1
DC02119	Givastomig	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1
DC02120	Glofitamab	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Approval
DC02121	GNR084	BsAb	FD00021	Leukemia	Hematologic Malignancy	Phase 1|Phase 2
DC02122	Gresonitamab	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1
DC02123	HB002T	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02124	HB0036	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02125	HBM7008	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02126	HCW9218	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02126	HCW9218	BsAb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1|Phase 2
DC02127	HLX301	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02127	HLX301	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC02127	HLX301	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02128	HLX35	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02129	HX009	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC02129	HX009	BsAb	FD00033	Other Cancer	Other Cancer	Phase 2
DC02130	IBI318	BsAb	FD00012	Cutaneous Squamous Cell Carcinoma	Other Cancer	Phase 1|Phase 2
DC02130	IBI318	BsAb	FD00022	Liver Cancer	Liver Cancer	Phase 1
DC02130	IBI318	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02130	IBI318	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC02130	IBI318	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02131	IBI319	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02132	IBI321	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02133	IBI323	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC02133	IBI323	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02134	IBI334	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02135	IBI363	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC02135	IBI363	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02136	IBI389	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02137	IGM2644	BsAb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC02138	IGM7354	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02139	IMA401	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02140	IMCC103C	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02141	IMCF106C	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02142	IMM0306	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC02143	IMM2520	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC02143	IMM2520	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC02143	IMM2520	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC02143	IMM2520	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02144	IMM2902	BsAb	FD00022	Liver Cancer	Liver Cancer	Phase 1|Phase 2
DC02144	IMM2902	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02144	IMM2902	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1|Phase 2
DC02145	Imvotamab	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC02146	INCA32459	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02147	Inezetamab	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02148	ISB1342	BsAb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC02149	ISB1442	BsAb	FD00030	Myeloma	Hematologic Malignancy	Phase 1|Phase 2
DC02150	Istiratumab	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC02150	Istiratumab	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC02150	Istiratumab	BsAb	FD00022	Liver Cancer	Liver Cancer	Phase 1
DC02150	Istiratumab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02150	Istiratumab	BsAb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 2
DC02151	Ivicentamab	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC02152	Ivonescimab	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC02152	Ivonescimab	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC02152	Ivonescimab	BsAb	FD00022	Liver Cancer	Liver Cancer	Phase 2
DC02152	Ivonescimab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC02152	Ivonescimab	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02152	Ivonescimab	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC02153	Izalontamab	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC02153	Izalontamab	BsAb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 2
DC02153	Izalontamab	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC02153	Izalontamab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC02153	Izalontamab	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02154	Izuralimab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02154	Izuralimab	BsAb	FD00026	Melanoma	Melanoma	Phase 1
DC02154	Izuralimab	BsAb	FD00040	Soft Tissue Sarcoma	Other Cancer	Phase 2
DC02155	JK08	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC02155	JK08	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC02155	JK08	BsAb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC02156	JNJ63709178	BsAb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC02157	JNJ67571244	BsAb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC02157	JNJ67571244	BsAb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC02158	JNJ70218902	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02159	JNJ75348780	BsAb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC02160	JNJ78278343	BsAb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1
DC02161	JNJ78306358	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02162	JS201	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC02162	JS201	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02163	JS203	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC02164	JSKN003	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02165	KM257	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02166	KM501	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02167	KN052	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02168	Latikafusp	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02169	LB101	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02170	LB1410	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC02170	LB1410	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02171	LB4330	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02172	LBL015	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02173	LBL024	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02174	LBL033	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02175	Linvoseltamab	BsAb	FD00030	Myeloma	Hematologic Malignancy	Phase 3
DC02176	Lomvastomig	BsAb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 2
DC02176	Lomvastomig	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02176	Lomvastomig	BsAb	FD00026	Melanoma	Melanoma	Phase 1
DC02177	Lorigerlimab	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC02177	Lorigerlimab	BsAb	FD00020	Kidney Cancer	Kidney Cancer	Phase 1
DC02177	Lorigerlimab	BsAb	FD00022	Liver Cancer	Liver Cancer	Phase 1
DC02177	Lorigerlimab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02177	Lorigerlimab	BsAb	FD00026	Melanoma	Melanoma	Phase 1
DC02177	Lorigerlimab	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02177	Lorigerlimab	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC02177	Lorigerlimab	BsAb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1
DC02177	Lorigerlimab	BsAb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1
DC02178	LX039	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC02179	LY3164530	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02180	LY3415244	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02181	M1231	BsAb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 1
DC02181	M1231	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02182	M701	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02182	M701	BsAb	FD00047	Malignant Ascites	Other Cancer	Phase 1
DC02183	M802	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02184	MBS301	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02185	MBS303	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1|Phase 2
DC02186	MCLA129	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC02186	MCLA129	BsAb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 1|Phase 2
DC02186	MCLA129	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC02186	MCLA129	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02186	MCLA129	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1|Phase 2
DC02187	MCLA145	BsAb	FD00019	Hematologic Malignancies	Hematologic Malignancy	Phase 1
DC02187	MCLA145	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02188	MCLA158	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC02188	MCLA158	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC02188	MCLA158	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02188	MCLA158	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1|Phase 2
DC02189	MDX447	BsAb	FD00017	Glioma	Glioma	Phase 1
DC02190	MEDI4276	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC02190	MEDI4276	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1
DC02191	MGD007	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC02192	MGD024	BsAb	FD00019	Hematologic Malignancies	Hematologic Malignancy	Phase 1
DC02193	MM111	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC02193	MM111	BsAb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 2
DC02193	MM111	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02193	MM111	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 2
DC02194	Mosunetuzumab	BsAb	FD00019	Hematologic Malignancies	Hematologic Malignancy	Phase 1|Phase 2
DC02194	Mosunetuzumab	BsAb	FD00021	Leukemia	Hematologic Malignancy	Phase 1|Phase 2
DC02194	Mosunetuzumab	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Approval
DC02195	MP0250	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02196	MP0310	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02197	MP0317	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02198	Navicixizumab	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC02198	Navicixizumab	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC02198	Navicixizumab	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02198	Navicixizumab	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 3
DC02198	Navicixizumab	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 2
DC02199	Nezastomig	BsAb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1|Phase 2
DC02200	NG641	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC02200	NG641	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02201	NGM707	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02202	NI1801	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC02202	NI1801	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02202	NI1801	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC02203	Nivatrotamab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02203	Nivatrotamab	BsAb	FD00031	Neuroblastoma	Other Cancer	Phase 1|Phase 2
DC02203	Nivatrotamab	BsAb	FD00040	Soft Tissue Sarcoma	Other Cancer	Phase 1|Phase 2
DC02204	NVG111	BsAb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC02204	NVG111	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC02205	Obrindatamab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02205	Obrindatamab	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02206	Odronextamab	BsAb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC02206	Odronextamab	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 2
DC02207	ONO4685	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC02208	Pacanalotamab	BsAb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC02209	Pasotuxizumab	BsAb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1
DC02210	Pavunalimab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02210	Pavunalimab	BsAb	FD00026	Melanoma	Melanoma	Phase 1
DC02211	Pavurutamab	BsAb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC02212	PF04856884	BsAb	FD00017	Glioma	Glioma	Phase 2
DC02212	PF04856884	BsAb	FD00020	Kidney Cancer	Kidney Cancer	Phase 2
DC02213	PF06671008	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02214	PF07062119	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC02214	PF07062119	BsAb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 1
DC02214	PF07062119	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1
DC02215	PF07257876	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC02215	PF07257876	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02215	PF07257876	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC02216	PF07260437	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC02216	PF07260437	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC02217	Plamotamab	BsAb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC02217	Plamotamab	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 2
DC02218	PM1003	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02219	PM1009	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02220	PM1022	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02221	PM1032	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02222	PM8001	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02223	PM8002	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC02223	PM8002	BsAb	FD00022	Liver Cancer	Liver Cancer	Phase 2
DC02223	PM8002	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 2|Phase 3
DC02223	PM8002	BsAb	FD00029	Mesothelioma	Other Cancer	Phase 2
DC02223	PM8002	BsAb	FD00032	Neuroendocrine Tumor	Other Cancer	Phase 2
DC02224	PRS344	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02225	PRV3279	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02226	PSB205	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC02227	PT217	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02228	PT886	BsAb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1|Phase 2
DC02228	PT886	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1|Phase 2
DC02229	Q1802	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02230	QLF31907	BsAb	FD00006	Bladder Cancer	Bladder Cancer	Phase 2
DC02230	QLF31907	BsAb	FD00026	Melanoma	Melanoma	Phase 2
DC02230	QLF31907	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02231	QLS31901	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02232	QLS31904	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02233	QLS31905	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02234	QLS32015	BsAb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC02235	REGN4336	BsAb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1|Phase 2
DC02236	REGN5459	BsAb	FD00030	Myeloma	Hematologic Malignancy	Phase 1|Phase 2
DC02237	REGN5668	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1|Phase 2
DC02238	REGN5837	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC02239	REGN7075	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02240	Reozalimab	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02241	Retlirafusp Alfa	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC02241	Retlirafusp Alfa	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02242	Rilvegostomig	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC02242	Rilvegostomig	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02242	Rilvegostomig	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 2
DC02243	RO7122290	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC02244	RO7293583	BsAb	FD00026	Melanoma	Melanoma	Phase 1
DC02245	RO7297089	BsAb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC02246	RO7300490	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02247	RO7428731	BsAb	FD00017	Glioma	Glioma	Phase 1
DC02248	RO7443904	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC02249	RO7444973	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02250	Runimotamab	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02251	SAIL66	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02252	SAR440234	BsAb	FD00021	Leukemia	Hematologic Malignancy	Phase 1|Phase 2
DC02252	SAR440234	BsAb	FD00030	Myeloma	Hematologic Malignancy	Phase 1|Phase 2
DC02253	SAR445710	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02254	SAR445877	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02255	SC004	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02255	SC004	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC02256	SG1906	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02257	SG2501	BsAb	FD00019	Hematologic Malignancies	Hematologic Malignancy	Phase 1
DC02258	SGNBB228	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC02258	SGNBB228	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02258	SGNBB228	BsAb	FD00026	Melanoma	Melanoma	Phase 1
DC02258	SGNBB228	BsAb	FD00029	Mesothelioma	Other Cancer	Phase 1
DC02258	SGNBB228	BsAb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1
DC02259	SHR2002	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02259	SHR2002	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02260	SHR7367	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02261	SI-B003	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC02261	SI-B003	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC02262	SIM0348	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02263	Simlukafusp Alfa	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC02263	Simlukafusp Alfa	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC02263	Simlukafusp Alfa	BsAb	FD00020	Kidney Cancer	Kidney Cancer	Phase 1
DC02263	Simlukafusp Alfa	BsAb	FD00026	Melanoma	Melanoma	Phase 1
DC02263	Simlukafusp Alfa	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC02263	Simlukafusp Alfa	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 2
DC02264	Simridarlimab	BsAb	FD00019	Hematologic Malignancies	Hematologic Malignancy	Phase 1
DC02264	Simridarlimab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC02264	Simridarlimab	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC02264	Simridarlimab	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02265	Solitomab	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02266	Sotiburafusp Alfa	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02267	SSGJ705	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1
DC02268	TAK186	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC02268	TAK186	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC02268	TAK186	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02269	TAK500	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02270	Talquetamab	BsAb	FD00030	Myeloma	Hematologic Malignancy	Approval
DC02271	Tarlatamab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC02271	Tarlatamab	BsAb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1
DC02272	Tebentafusp	BsAb	FD00026	Melanoma	Melanoma	Approval
DC02273	Tebotelimab	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC02273	Tebotelimab	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2|Phase 3
DC02273	Tebotelimab	BsAb	FD00019	Hematologic Malignancies	Hematologic Malignancy	Phase 1
DC02273	Tebotelimab	BsAb	FD00022	Liver Cancer	Liver Cancer	Phase 1|Phase 2
DC02273	Tebotelimab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC02273	Tebotelimab	BsAb	FD00026	Melanoma	Melanoma	Phase 1
DC02273	Tebotelimab	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC02273	Tebotelimab	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 2|Phase 3
DC02274	Tecaginlimab	BsAb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC02274	Tecaginlimab	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC02274	Tecaginlimab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02274	Tecaginlimab	BsAb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC02274	Tecaginlimab	BsAb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1|Phase 2
DC02275	Teclistamab	BsAb	FD00030	Myeloma	Hematologic Malignancy	Approval
DC02276	Tepoditamab	BsAb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC02277	Tidutamab	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC02277	Tidutamab	BsAb	FD00028	Merkel Cell Carcinoma	Other Cancer	Phase 1|Phase 2
DC02277	Tidutamab	BsAb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1
DC02278	TNB486	BsAb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC02279	Tobemstomig	BsAb	FD00006	Bladder Cancer	Bladder Cancer	Phase 2
DC02279	Tobemstomig	BsAb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC02279	Tobemstomig	BsAb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 2
DC02279	Tobemstomig	BsAb	FD00020	Kidney Cancer	Kidney Cancer	Phase 2
DC02279	Tobemstomig	BsAb	FD00022	Liver Cancer	Liver Cancer	Phase 1|Phase 2
DC02279	Tobemstomig	BsAb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC02279	Tobemstomig	BsAb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC02280	TQB2825	BsAb	FD00019	Hematologic Malignancies	Hematologic Malignancy	Phase 1
DC02280	TQB2825	BsAb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC02280	TQB2825	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC02280	TQB2825	BsAb	FD00040	Soft Tissue Sarcoma	Other Cancer	Phase 2
DC02281	TQB2858	BsAb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1|Phase 2
DC02281	TQB2858	BsAb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC02281	TQB2858	BsAb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1
